	Unnamed: 0	type_of_house	living_space	number_of_rooms	rent	construction_year	street	zipcode	region	tag	latitude	longitude
1400	1400	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	50.119712799999995	50.119712799999995
1401	1401		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.115520000000004	50.115520000000004
1402	1402	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	50.1167958	50.1167958
1403	1403	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	50.1223606	50.1223606
1404	1404	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	50.116794	50.116794
1405	1405	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.12266029999999	50.12266029999999
1406	1406		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.115520000000004	50.115520000000004
1407	1407	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	50.1174939	50.1174939
1408	1408		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	50.1176404	50.1176404
1409	1409	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.115520000000004	50.115520000000004
1410	1410	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	50.11795120000001	50.11795120000001
1411	1411	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.1176404	50.1176404
1412	1412	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	50.1223606	50.1223606
1413	1413	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	50.1223606	50.1223606
1414	1414	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	50.122509	50.122509
1415	1415		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	50.1195267	50.1195267
1416	1416	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	50.122193200000005	50.122193200000005
1417	1417	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.12266029999999	50.12266029999999
1418	1418	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	50.122193200000005	50.122193200000005
1419	1419	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	50.11768970000001	50.11768970000001
1420	1420	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	50.119712799999995	50.119712799999995
1421	1421		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.115520000000004	50.115520000000004
1422	1422	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	50.1167958	50.1167958
1423	1423	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	50.1223606	50.1223606
1424	1424	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	50.116794	50.116794
1425	1425	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.12266029999999	50.12266029999999
1426	1426		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.115520000000004	50.115520000000004
1427	1427	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	50.1174939	50.1174939
1428	1428		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	50.1176404	50.1176404
1429	1429	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.115520000000004	50.115520000000004
1430	1430	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	50.11795120000001	50.11795120000001
1431	1431	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.1176404	50.1176404
1432	1432	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	50.1223606	50.1223606
1433	1433	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	50.1223606	50.1223606
1434	1434	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	50.122509	50.122509
1435	1435		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	50.1195267	50.1195267
1436	1436	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	50.122193200000005	50.122193200000005
1437	1437	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.12266029999999	50.12266029999999
1438	1438	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	50.122193200000005	50.122193200000005
1439	1439	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	50.11768970000001	50.11768970000001
1440	1440	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	50.119712799999995	50.119712799999995
1441	1441		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.115520000000004	50.115520000000004
1442	1442	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	50.1167958	50.1167958
1443	1443	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	50.1223606	50.1223606
1444	1444	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	50.116794	50.116794
1445	1445	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.12266029999999	50.12266029999999
1446	1446		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.115520000000004	50.115520000000004
1447	1447	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	50.1174939	50.1174939
1448	1448		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	50.1176404	50.1176404
1449	1449	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.115520000000004	50.115520000000004
1450	1450	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	50.11795120000001	50.11795120000001
1451	1451	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.1176404	50.1176404
1452	1452	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	50.1223606	50.1223606
1453	1453	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	50.1223606	50.1223606
1454	1454	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	50.122509	50.122509
1455	1455		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	50.1195267	50.1195267
1456	1456	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	50.122193200000005	50.122193200000005
1457	1457	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.12266029999999	50.12266029999999
1458	1458	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	50.122193200000005	50.122193200000005
1459	1459	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	50.11768970000001	50.11768970000001
1460	1460	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	50.119712799999995	50.119712799999995
1461	1461		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.115520000000004	50.115520000000004
1462	1462	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	50.1167958	50.1167958
1463	1463	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	50.1223606	50.1223606
1464	1464	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	50.116794	50.116794
1465	1465	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.12266029999999	50.12266029999999
1466	1466		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.115520000000004	50.115520000000004
1467	1467	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	50.1174939	50.1174939
1468	1468		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	50.1176404	50.1176404
1469	1469	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.115520000000004	50.115520000000004
1470	1470	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	50.11795120000001	50.11795120000001
1471	1471	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.1176404	50.1176404
1472	1472	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	50.1223606	50.1223606
1473	1473	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	50.1223606	50.1223606
1474	1474	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	50.122509	50.122509
1475	1475		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	50.1195267	50.1195267
1476	1476	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	50.122193200000005	50.122193200000005
1477	1477	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.12266029999999	50.12266029999999
1478	1478	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	50.122193200000005	50.122193200000005
1479	1479	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	50.11768970000001	50.11768970000001
1480	1480	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	50.119712799999995	50.119712799999995
1481	1481		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.115520000000004	50.115520000000004
1482	1482	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	50.1167958	50.1167958
1483	1483	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	50.1223606	50.1223606
1484	1484	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	50.116794	50.116794
1485	1485	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.12266029999999	50.12266029999999
1486	1486		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.115520000000004	50.115520000000004
1487	1487	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	50.1174939	50.1174939
1488	1488		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	50.1176404	50.1176404
1489	1489	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.115520000000004	50.115520000000004
1490	1490	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	50.11795120000001	50.11795120000001
1491	1491	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.1176404	50.1176404
1492	1492	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	50.1223606	50.1223606
1493	1493	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	50.1223606	50.1223606
1494	1494	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	50.122509	50.122509
1495	1495		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	50.1195267	50.1195267
1496	1496	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	50.122193200000005	50.122193200000005
1497	1497	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.12266029999999	50.12266029999999
1498	1498	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	50.122193200000005	50.122193200000005
1499	1499	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	50.11768970000001	50.11768970000001
1500	1500	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	50.119712799999995	50.119712799999995
1501	1501		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.115520000000004	50.115520000000004
1502	1502	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	50.1167958	50.1167958
1503	1503	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	50.1223606	50.1223606
1504	1504	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	50.116794	50.116794
1505	1505	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.12266029999999	50.12266029999999
1506	1506		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.115520000000004	50.115520000000004
1507	1507	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	50.1174939	50.1174939
1508	1508		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	50.1176404	50.1176404
1509	1509	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.115520000000004	50.115520000000004
1510	1510	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	50.11795120000001	50.11795120000001
1511	1511	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.1176404	50.1176404
1512	1512	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	50.1223606	50.1223606
1513	1513	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	50.1223606	50.1223606
1514	1514	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	50.122509	50.122509
1515	1515		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	50.1195267	50.1195267
1516	1516	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	50.122193200000005	50.122193200000005
1517	1517	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.12266029999999	50.12266029999999
1518	1518	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	50.122193200000005	50.122193200000005
1519	1519	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	50.11768970000001	50.11768970000001
1520	1520	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	50.119712799999995	50.119712799999995
1521	1521		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.115520000000004	50.115520000000004
1522	1522	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	50.1167958	50.1167958
1523	1523	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	50.1223606	50.1223606
1524	1524	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	50.116794	50.116794
1525	1525	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.12266029999999	50.12266029999999
1526	1526		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.115520000000004	50.115520000000004
1527	1527	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	50.1174939	50.1174939
1528	1528		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	50.1176404	50.1176404
1529	1529	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.115520000000004	50.115520000000004
1530	1530	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	50.11795120000001	50.11795120000001
1531	1531	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.1176404	50.1176404
1532	1532	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	50.1223606	50.1223606
1533	1533	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	50.1223606	50.1223606
1534	1534	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	50.122509	50.122509
1535	1535		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	50.1195267	50.1195267
1536	1536	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	50.122193200000005	50.122193200000005
1537	1537	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.12266029999999	50.12266029999999
1538	1538	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	50.122193200000005	50.122193200000005
1539	1539	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	50.11768970000001	50.11768970000001
1540	1540	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	50.119712799999995	50.119712799999995
1541	1541		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.115520000000004	50.115520000000004
1542	1542	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	50.1167958	50.1167958
1543	1543	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	50.1223606	50.1223606
1544	1544	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	50.116794	50.116794
1545	1545	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.12266029999999	50.12266029999999
